100	1	9.8365425001e-03	1.0000000000e+00	1.0000000000e+00	9.8855080434e-01	0.0000000000e+00
100	2	5.1056769998e-03	1.9265892654e+00	9.6329463268e-01	9.8855080434e-01	0.0000000000e+00
100	3	3.4795455000e-03	2.8269618834e+00	9.4232062781e-01	9.8855080434e-01	0.0000000000e+00
100	4	2.5410299998e-03	3.8710847573e+00	9.6777118933e-01	9.8855080434e-01	0.0000000000e+00
100	5	4.0610432003e-03	2.4221713523e+00	4.8443427046e-01	9.8855080434e-01	0.0000000000e+00
100	6	3.3957873000e-03	2.8966898192e+00	4.8278163654e-01	9.8855080434e-01	0.0000000000e+00
100	7	2.9081309001e-03	3.3824276961e+00	4.8320395658e-01	9.8855080434e-01	0.0000000000e+00
100	8	2.5392730000e-03	3.8737632780e+00	4.8422040975e-01	9.8855080434e-01	0.0000000000e+00
200	1	8.2376476000e-02	1.0000000000e+00	1.0000000000e+00	9.9540885920e-01	0.0000000000e+00
200	2	4.2736307600e-02	1.9275524870e+00	9.6377624351e-01	9.9540885920e-01	0.0000000000e+00
200	3	2.8658525200e-02	2.8744143470e+00	9.5813811568e-01	9.9540885920e-01	0.0000000000e+00
200	4	2.1335146700e-02	3.8610691156e+00	9.6526727889e-01	9.9540885920e-01	0.0000000000e+00
200	5	3.2554882800e-02	2.5303877304e+00	5.0607754607e-01	9.9540885920e-01	0.0000000000e+00
200	6	2.7943937000e-02	2.9479194718e+00	4.9131991196e-01	9.9540885920e-01	0.0000000000e+00
200	7	2.4091859400e-02	3.4192660115e+00	4.8846657307e-01	9.9540885920e-01	0.0000000000e+00
200	8	2.1184817100e-02	3.8884676517e+00	4.8605845646e-01	9.9540885920e-01	0.0000000000e+00
300	1	2.9835316750e-01	1.0000000000e+00	1.0000000000e+00	9.9417495878e-01	0.0000000000e+00
300	2	1.5327979770e-01	1.9464611252e+00	9.7323056260e-01	9.9417495878e-01	0.0000000000e+00
300	3	1.0219232370e-01	2.9195262100e+00	9.7317540332e-01	9.9417495878e-01	0.0000000000e+00
300	4	7.6929103000e-02	3.8782873563e+00	9.6957183909e-01	9.9417495878e-01	0.0000000000e+00
300	5	1.1085476170e-01	2.6913879289e+00	5.3827758578e-01	9.9417495878e-01	0.0000000000e+00
300	6	9.5197785600e-02	3.1340347427e+00	5.2233912379e-01	9.9417495878e-01	0.0000000000e+00
300	7	8.2010292300e-02	3.6379966359e+00	5.1971380513e-01	9.9417495878e-01	0.0000000000e+00
300	8	7.2479545100e-02	4.1163774840e+00	5.1454718550e-01	9.9417495878e-01	0.0000000000e+00
400	1	7.1926864090e-01	1.0000000000e+00	1.0000000000e+00	9.9616192234e-01	0.0000000000e+00
400	2	3.7220354970e-01	1.9324604547e+00	9.6623022736e-01	9.9616192234e-01	0.0000000000e+00
400	3	2.4930757330e-01	2.8850653487e+00	9.6168844957e-01	9.9616192234e-01	0.0000000000e+00
400	4	1.8670617140e-01	3.8524095669e+00	9.6310239172e-01	9.9616192234e-01	0.0000000000e+00
400	5	2.8195439630e-01	2.5510105547e+00	5.1020211094e-01	9.9616192234e-01	0.0000000000e+00
400	6	2.4228006600e-01	2.9687487410e+00	4.9479145683e-01	9.9616192234e-01	0.0000000000e+00
400	7	2.0795589600e-01	3.4587557013e+00	4.9410795732e-01	9.9616192234e-01	0.0000000000e+00
400	8	1.8445098730e-01	3.8995109293e+00	4.8743886617e-01	9.9616192234e-01	0.0000000000e+00
500	1	1.4848146327e+00	1.0000000000e+00	1.0000000000e+00	9.9628078308e-01	0.0000000000e+00
500	2	7.6007452180e-01	1.9535119125e+00	9.7675595623e-01	9.9628078308e-01	0.0000000000e+00
500	3	5.0786111620e-01	2.9236627600e+00	9.7455425334e-01	9.9628078308e-01	0.0000000000e+00
500	4	3.8035478290e-01	3.9037622227e+00	9.7594055567e-01	9.9628078308e-01	0.0000000000e+00
500	5	5.6234388010e-01	2.6404032928e+00	5.2808065856e-01	9.9628078308e-01	0.0000000000e+00
500	6	4.9910297510e-01	2.9749665035e+00	4.9582775058e-01	9.9628078308e-01	0.0000000000e+00
